chr1	887981	888554	2	2	1	2	0	57
chr1	888669	889161	2	2	1	1	0	27
chr1	889273	889383	2	2	1	1	0	44
chr1	891596	892273	2	2	1	1	0	58
chr1	976261	976552	1	1	1	1	0	40
chr1	981257	981343	1	1	1	1	0	34
chr1	981646	981776	1	1	1	1	0	45
chr1	983276	983391	1	1	1	1	0	57
chr1	983746	984246	1	1	1	1	0	6
chr1	984440	984615	1	1	1	1	0	21
chr1	987026	987107	1	1	1	1	0	8
chr1	987196	989132	1	1	1	1	0	55
chr1	989358	989827	1	1	1	1	0	35
chr1	989932	990203	1	1	1	1	0	72
chr1	1192511	1192587	2	2	1	1	0	27
chr1	1203373	1209045	2	2	1	1	0	51
chr1	1244353	1244465	1	1	1	1	0	56
chr1	1309283	1309379	2	2	1	1	0	50
chr1	1477548	1479248	2	2	1	1	0	70
chr1	1479368	1480242	2	2	1	1	0	4
chr1	1736021	1737913	2	2	1	2	0	43
chr1	1737978	1747194	2	2	1	2	0	57
chr1	1747302	1749275	2	2	1	1	0	39
chr1	1749315	1756835	2	2	1	1	0	39
chr1	2161175	2234416	1	1	1	1	0	37
chr1	2237690	2238015	1	1	1	1	0	49
chr1	2327311	2328554	1	1	1	1	0	72
chr1	2330954	2332295	1	1	1	1	0	52
chr1	2332375	2333645	1	1	1	1	0	7
chr1	2333782	2334473	1	1	1	1	0	62
chr1	2453240	2457902	2	2	1	1	0	5
chr1	6246877	6252989	2	2	1	1	0	61
chr1	6253115	6257711	2	2	1	1	0	60
chr1	6293704	6294945	2	2	1	1	0	11
chr1	6295035	6295776	2	2	1	1	0	29
chr1	6341347	6354923	2	2	1	1	0	8
chr1	6355041	6378551	2	2	1	1	0	68
chr1	6586064	6586755	2	2	1	1	0	75
chr1	6685353	6688558	1	1	1	1	0	50
chr1	6697401	6697506	2	2	1	2	0	58
chr1	6697565	6698354	2	2	1	1	0	23
chr1	6700118	6704617	2	2	1	1	0	72
chr1	6714100	6727768	2	2	1	1	0	24
chr1	6727871	6738453	2	2	1	1	0	15
chr1	6741098	6761788	2	2	1	1	0	65
chr1	8021854	8022822	1	1	1	1	0	52
chr1	8037799	8044953	1	1	1	1	0	37
chr1	8420047	8420171	2	2	1	1	0	24
chr1	8555223	8557464	2	2	1	1	0	42
chr1	8557590	8568685	2	2	1	2	0	49
chr1	8568735	8601272	2	2	1	2	0	37
chr1	8601378	8616533	2	2	1	1	0	42
chr1	8616631	8617476	2	2	1	1	0	65
chr1	8921489	8922945	2	2	1	6	0	59
chr1	8923005	8923293	2	2	1	6	0	59
chr1	8923403	8923949	2	2	1	1	0	52
chr1	8924152	8925343	2	2	1	2	0	57
chr1	8925542	8926337	2	2	1	4	0	67
chr1	8926561	8927175	2	2	1	4	0	51
chr1	8927310	8928046	2	2	1	5	0	70
chr1	8928117	8930510	2	2	1	6	0	59
chr1	8930570	8931949	2	2	1	4	0	35
chr1	8932046	8934882	2	2	1	1	0	58
chr1	8934977	8938638	2	2	1	2	0	68
chr1	9931336	9932026	2	2	1	1	0	10
chr1	9932147	9937962	2	2	1	1	0	47
chr1	10155655	10161165	1	1	1	1	0	38
chr1	10161254	10163005	1	1	1	1	0	25
chr1	10165803	10177516	1	1	1	1	0	5
chr1	10192541	10195045	1	1	1	1	0	13
chr1	10197264	10204997	1	1	1	1	0	68
chr1	10231388	10238701	1	1	1	1	0	53
chr1	10464337	10468127	1	1	1	3	0	70
chr1	10471610	10473118	1	1	1	3	0	71
chr1	10473309	10477043	1	1	1	2	0	68
chr1	10477175	10477432	1	1	1	1	0	66
chr1	10477567	10478882	1	1	1	1	0	57
